group4/q1/a,group4/q1/b,group4/q1/c,group4/q1/d,group4/q1/e,group4/q1/f,group4/q1/g,group4/q1a,group4/q2/a,group4/q2/b,group4/q2/c,group4/q2/d,group4/q2/e,group4/q2/f,group4/q2a,group5/q3,group5/q4,group5/q5,group5/q6,group5/q7,group5/q8,group5/group6/q9,group5/group6/q10,group5/group7/q11,group5/group7/q12,group5/group7/q13,group5/group7/q14,group5/group8/q15,group5/group8/q16,group5/group8/q17,group5/group8/q17a,group5/group8/q18,group5/group8/q19,group5/group8/q20,meta/instanceID,_uuid,_submission_time,_tags,_notes,_version,_duration,_submitted_by
True,True,False,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c2,d1,e3,f4,"portuguese, english",d2,price of medication,more training opportunities and collaboration with other colleagues in other countries; lower prices and/orinantial assistance for medication for smoking cessation f,d2,..,..,..,47,women,b1,n/a,a167,d2,n/a,uuid:51aa0599-d74d-4b56-8be4-c35a8b086b30,51aa0599-d74d-4b56-8be4-c35a8b086b30,2014-11-23T14:55:15,,,None,,None
True,False,False,False,True,False,False,n/a,True,False,False,False,False,False,n/a,c1,d3,e2,f3,English (for now),d3,"There is not enough awareness of programmes for training and services in tobacco treatment to stimulate interest as well as opportunities for desirous Nigerian care providers to avail of it. For example, outside of some unsuccessful tobacco treatment programme engaged in by some staff in my department here in the late 1970s and early 1980s, not much came out of it and it died; only for the present MSc Global Health programme starting here in March 2015 to develop a track on tobacco treatment and control - which we hope will be the starting point for progress in this regard. It will require good efforts also in public education on tobacco addictiveness and dependence and the need as well as availabilitty of treatments thereof - in order to raise clientale for the services.",The present MSc Global Health track training thereof; and especially international colaboration and support thereof.,d3,Not applicable,Not applicable,Not applicable,64,man,b1,n/a,a151,d2,n/a,uuid:f048e6e2-5a50-47b3-ab14-b3252d1da8ef,f048e6e2-5a50-47b3-ab14-b3252d1da8ef,2014-11-23T18:05:25,,,None,,None
False,False,False,True,True,False,False,n/a,False,False,False,False,True,True,Quit smoking campaign - invite smokers to quit for a month and provide them with a range of cessation support,c5,d1,e4,f5,"English, Maori",d1,"In New Zealand, the biggest barriers are to provide cessation support for smokers who are highly tobacco dependence. They are often people living with low socioeconomic status and/or Maori, Pacific population.","I am a Quit card provider that allows me to prescribe NRT products to smokers (mostly in a community setting). Smokers only pay a small amount of money to redeem their NRT products. Also, I use the ABC approach to help smokers to quit (Further details of ABC could be found in NZ smoking cessation guidelines).",d1,"Simple, easy and evidence-based",Nothing,Nothing,37,women,b9,Policy and adovacy,a22,d3,n/a,uuid:7ca1b484-1222-4088-bf18-dfcb0e536b52,7ca1b484-1222-4088-bf18-dfcb0e536b52,2014-11-23T21:08:10,,,None,,None
True,True,True,True,True,False,False,n/a,False,True,False,True,True,False,n/a,c1,d1,e2,f3,Portuguese,d3,policy priority and sustainability of efforts,sustainable and continuous efforts,d1,simple,not well disseminated,dissemination through trainings,n/a,women,b2,n/a,a38,d3,n/a,uuid:2c6a027e-2185-4d5c-8c94-a69045debcec,2c6a027e-2185-4d5c-8c94-a69045debcec,2014-11-24T17:53:52,,,None,,None
True,False,True,False,False,False,False,n/a,False,False,False,True,False,True,Integrate the information to the undergraduate nursing students during my taught course.,c1,d1,e2,f2,English,d2,There is limited awareness among nurses about the evidence-based treatment for nicotine dependence. The lack of awareness have contributed to limited nursing involvement in tobacco research and limited awareness of services for referral for treatment.,Continuous nursing educational courses that are mandatory for practising nurses and integration of same in nursing curricula.,d1,Having a guideline is a start to  guide practice.,"There is poor dissemination among healthcare providers, especially nurses.",More visibility and integration in healthcare programme curricula.,40,women,b9,Lecturer and nurse researcher,a103,d3,n/a,uuid:5bdc27b2-43ce-457d-8d2d-3fb69b1f5ea0,5bdc27b2-43ce-457d-8d2d-3fb69b1f5ea0,2014-11-24T18:30:30,,,None,,None
True,False,False,False,True,False,False,n/a,True,True,False,False,False,False,n/a,c4,d3,e2,f3,"Arabic, English",d2,lack of specialized cliinics and certified educators,"certification, social and political commitment",d3,N/A,N/A,N/A,52,man,b1,n/a,a135,d1,n/a,uuid:c3803ea6-681e-47d6-bfaf-64d6ad154e1f,c3803ea6-681e-47d6-bfaf-64d6ad154e1f,2014-11-24T19:57:00,,,None,,None
False,False,True,False,False,False,False,n/a,True,True,True,False,True,False,n/a,c5,d1,e3,f6,"Español, Quichua e Ingles",d1,No hay evidencia clara en mi País Ecuador.,Fortalecimiento y aplicación de disposiciones legales por parte del Estado,d1,Las disposiciones legales y programas prevención,Falta de aplicación disposiciones de Ley,Aplicación óptima de la Ley,54,man,b3,n/a,a66,d3,n/a,uuid:0bf3adf0-ba1a-4161-9808-c9429a6206de,0bf3adf0-ba1a-4161-9808-c9429a6206de,2014-11-25T19:58:55,,,None,,None
True,True,True,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c5,d3,e4,f4,En mi paìs: Ingles y español,d1,no encuentro obstáculos,educación en las escuelas de nivel primario y secundario,d1,dedican mucho tiempo a formaciòn,estoy satisfecha con las directrices,ninguno,37,women,b9,Licenciada en nutrición,a18,d2,n/a,uuid:fdb46654-087d-4a67-9771-f63e45483d41,fdb46654-087d-4a67-9771-f63e45483d41,2014-11-26T12:02:44,,,None,,None
False,False,True,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c2,d2,e2,f2,arabic,d2,lack of suficient training and awareness of the science and practice about how tonquit smoking,"support groups,practical training ,applicable materials",d3,no thing in mind,not encough ads and public awareness,"increasing health compaigns,courses for all physcians hownto motivate and go with smoker who wants to quit,official resources in every tawns",30,women,b1,n/a,a135,d2,n/a,uuid:6e2bc190-07cb-42aa-889b-714672a1341d,6e2bc190-07cb-42aa-889b-714672a1341d,2014-11-29T15:29:44,,,None,,None
True,True,True,False,True,False,False,n/a,True,True,True,True,False,False,n/a,c5,d3,e2,f4,English,d2,Egypt has large number of smokers yet lack of pharmacotherapy and the very little number of clinics make training rather theoretical,Availability of pharmacotherapy,d1,Brief easy to use,Very limited access,Spread tgem,38,man,b1,n/a,a135,d1,Sponsor training,uuid:7e6b42f5-83a4-41a5-ba22-2998522d1acd,7e6b42f5-83a4-41a5-ba22-2998522d1acd,2014-11-29T18:27:20,,,None,,None
False,False,False,False,True,False,False,n/a,True,True,False,True,True,False,n/a,c2,d1,e2,f3,Arabic and English,d2,TDT medications are very expensive in Egypt and are not supported by the health insurance,"TOTs, providing medications for free or at least for a reduced price, implement laws and policies  limiting tobacco use",d1,they are brief,not sure,not sure,34,man,b1,n/a,a135,d2,n/a,uuid:4560d740-85fd-4430-9aa4-69a5612f2bb9,4560d740-85fd-4430-9aa4-69a5612f2bb9,2014-12-02T22:07:02,,,None,,None
False,False,False,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d1,e3,f4,"Hebrew, Arabic",d1,Smoking cessation groups are available in most GP surgeries but very limited access to phone counselling and one to one support.,"Evidence for one to one counselling, telephone helpline and participation of heath authorities in subcidizing it",d2,No guidlines,No guidelines,No guigelines,44,women,b5,n/a,a234,d2,n/a,uuid:8ecdf428-98c1-4002-b254-64225d1c4f60,8ecdf428-98c1-4002-b254-64225d1c4f60,2014-12-06T14:06:58,,,None,,None
True,True,False,False,True,False,False,n/a,True,True,True,True,False,False,n/a,c2,d2,e2,f3,"spanish,catalan and english",d1,most m.d. have no formation nor interest in tobacco treatment. no financial treatment,more hours and skills formation in medical schools,d1,useful,not enouh formation in mental illness smokers,more attention in mental illness smokers,57,man,b1,n/a,a71,d2,n/a,uuid:15421753-6ec3-4c8d-a433-59ba9045d3ae,15421753-6ec3-4c8d-a433-59ba9045d3ae,2015-01-15T12:05:15,,,None,,None
True,True,False,False,False,False,False,n/a,True,True,True,True,False,False,n/a,c1,d2,e2,f3,Vietnamese,d2,Tobacco treatment is not yet included in training for health providers,Online training,d1,N/A,N/A,N/A,45,man,b1,n/a,a229,d2,n/a,uuid:c1d8616b-0fb8-42ba-bce4-58063a983f31,c1d8616b-0fb8-42ba-bce4-58063a983f31,2015-03-20T12:05:33,,,None,,None
False,False,False,False,False,False,True,Personal interest,True,True,True,True,True,False,n/a,c1,d2,e1,f3,n/a,d1,Financial coverage. Lack of practice opportunities,Include treatment in health coverage,d1,Comprehensive and specific,None,Continuous updating,46,man,b1,n/a,a8,d1,n/a,uuid:4947e633-72c1-4314-ab67-088e0e5812a7,4947e633-72c1-4314-ab67-088e0e5812a7,2015-03-22T16:38:09,,,None,,None
False,False,False,False,False,True,False,n/a,False,False,True,False,True,False,n/a,c2,d1,e2,f2,Arabic,d2,"In Jordan, treatment is not covered through health ensurance and medications are expensive to cover out of pocket. In addition, there is still lack of awarness among providers and the population about the value of treating tobacco dependence.",National treatment policy including coverage of cost,d1,Developed specifically for Jordan,N/A,N/A,38,women,b9,Administrative,a8,d2,n/a,uuid:e3323af0-9694-4873-9955-d33e4c19871e,e3323af0-9694-4873-9955-d33e4c19871e,2015-03-30T03:38:01,,,None,,None
True,False,False,False,True,False,False,n/a,True,True,False,True,False,False,n/a,c5,d1,e3,f3,Arabic,d2,integration within systems,More qualified staff in the right areas/clinics to provide TDT; sustained source of medications; more data collection  on TDT service provision,d1,Simple,May not be easy to implement given system barriers,"Hard to answer - a large source of difficulty in Jordan is the lack of integration of TDT within healthcare systems, despite well-developed guidelines. Its not the guidelines as much as it is system barriers that are hard to address.",37,women,b9,Applied Research,a8,d2,n/a,uuid:9f89f2bf-0020-447f-8130-50783ba3f4cf,9f89f2bf-0020-447f-8130-50783ba3f4cf,2015-03-30T08:35:01,,,None,,None
True,True,True,True,True,False,False,n/a,False,True,True,True,False,False,n/a,c5,d1,e2,f3,greek,d3,"organization, importance",training network,d2,n/a,n/a,n/a,38,women,b9,PhD Population Health,a70,d2,n/a,uuid:4289b06c-8f10-4918-b80a-4a5946f8c1e1,4289b06c-8f10-4918-b80a-4a5946f8c1e1,2015-04-15T07:28:55,,,None,,None
True,False,False,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c1,d1,e1,f1,Test Henrique,d1,Test Henrique,Test Henrique,d1,Test Henrique,Test Henrique,Test Henrique,-1.0,man,b2,n/a,a38,d2,n/a,uuid:b06d94ea-4af1-4a04-b975-e25e9156fcde,b06d94ea-4af1-4a04-b975-e25e9156fcde,2015-06-22T03:25:12,,,None,,None
True,True,True,True,True,False,False,n/a,True,True,True,True,True,False,n/a,c5,d2,e4,f5,English,d1,Tobacco treatment is not embedded into care programmes and consequently it is not a high priority for many consultants & their teams. Also staff find it difficult to be released for this training as it's not mandatory.,Mandatory up-skilling for all health professionals in evidence-based tobacco treatment and national monitoring of treatment packages received by smokers.,d1,They provide clarity and consistency in data collection for monitoring purposes,"Currently, they do not provide any direction re. use of ENDS","Include use of ENDS, review framework",56,women,b9,Health Promotion Officer for Tobacco,a68,d2,n/a,uuid:ed735f3f-2e1f-4cf0-ade1-8c03c0e1eeec,ed735f3f-2e1f-4cf0-ade1-8c03c0e1eeec,2015-07-07T09:04:11,,,None,,None
True,True,True,False,True,False,False,n/a,False,True,True,True,True,False,n/a,c5,d1,e3,f4,Español,d1,Escasos recursos económicos para facilitar fármacos gratuitamente.,Formación Avanzada,d1,"Programa Formativo, sitematización del consejo básico y atención individual y grupal avanzada",Demasiado huecos en las leyes de tabaquismo vigentes,Endurecer la ley,43,man,b3,n/a,a71,d2,n/a,uuid:2573ebc1-311c-4f2a-b758-b647a4b875a3,2573ebc1-311c-4f2a-b758-b647a4b875a3,2015-07-08T11:49:00,,,None,,None
False,False,False,False,False,False,True,"I took part in a seminar about ""Quit smoking at Hospitals"" by Doctors against Tobacco in Sweden. Inspired then, created an implementation plan for smoke free hospitals. Became a member of Doctors against Tobacco and have been involved in tobacco prevention work since then.",False,False,False,False,True,True,Motivate and referr my orthopedic patients to tobacco cessation personel at primary care centers.,c1,d1,e4,f5,Swedish and arabic,d1,"Goverment is not providing funding, healcare management isn't proving time, colleagues' attitudes are not yet in line with what we know. Smokeless tobacco is accepted as a cultural habit.",Government policies demanding healthcare to prioritize tobacco cessation. All health care institutions providing education should have tobacco as one of the main subjects.,d1,The mere fact that they exist is good.,Tobacco guidelines compete with other life style problems.,Reprioritizing lifestyle habits' guidelines. This will probably become true in a couple or three years.,60,man,b1,n/a,a206,d2,n/a,uuid:de2cb90e-5587-4390-95f9-bcb9ec69af2d,de2cb90e-5587-4390-95f9-bcb9ec69af2d,2015-07-08T14:05:43,,,None,,None
True,False,False,True,True,False,False,n/a,True,True,True,True,False,False,n/a,c5,d3,e3,f3,German,d1,"social norm, big tobacco, treatment not covered by health insurance","eliminate influence of big tobacco, reimbursement for treatment",d1,very up to date (Feb 2015),230 pages,dissemination and implementation,54,man,b3,n/a,a61,d2,n/a,uuid:7cc857e9-b5d2-4dba-915a-770c02c15510,7cc857e9-b5d2-4dba-915a-770c02c15510,2015-07-14T15:08:38,,,None,,None
True,True,True,True,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d1,e4,f4,Español,d2,Falta de profesionales de la Psicología en equipo con medicina y enfermería,Trabajo interdisciplinar,d1,Que está muy claro lo que hacer,La falta de recursos asociados a las directrices,Más recursos,47,man,b3,n/a,a71,d2,n/a,uuid:0497ccb3-3ea9-48e7-b22b-541583376d04,0497ccb3-3ea9-48e7-b22b-541583376d04,2015-07-15T11:17:31,,,None,,None
True,True,False,False,True,False,False,n/a,True,True,True,False,True,False,n/a,c5,d1,e2,f3,Español,d3,Pocos medios materiales y de tiempo en los profesionales de salud que podrían realizar tratamientos. Poca sensibilidad en muchos de los responsables políticos y/o de gestión sanitaria.,Mayor implantación del tratamiento del tabaquismo dentro de los procesos asistenciales. Está en teoría pero no en la práctica. Mayor dotación personal y material para estos objetivos.,d3,"No conozco las directrices nacionales, o quizás no las haya.","No conozco las directrices nacionales, o quizás no las haya.","No conozco las directrices nacionales, o quizás no las haya.",44,man,b3,n/a,a71,d3,n/a,uuid:4cadff50-c513-4af3-a4d2-4720d29549dd,4cadff50-c513-4af3-a4d2-4720d29549dd,2015-07-15T11:56:10,,,None,,None
False,False,True,False,False,False,False,n/a,True,True,True,False,True,False,n/a,c5,d1,e4,f4,n/a,d2,uno de los grandes obstáculos actuales es el contrabando de tabaco.,"actualizar los conocimientos adquiridos en un principio, entre esa actualización estarían las diferentes formas en que se administra ahora la sustancia.",d3,El avance en políticas relacionadas con el control del tabaquismo.,permisividad.,avanzar y hacer seguimientos con las normas aplicadas.,36,women,b3,n/a,a71,d2,n/a,uuid:6bdc2f6e-3476-432e-a8f6-51d36c9f5fa7,6bdc2f6e-3476-432e-a8f6-51d36c9f5fa7,2015-07-15T12:29:02,,,None,,None
True,False,False,False,True,False,False,n/a,True,True,True,False,False,False,n/a,c5,d3,e3,f3,Español,d1,No esta financiado por la seguridad social,Financiacion,d3,No las conozco,No las conozco,No las conozco,47,man,b1,n/a,a71,d2,n/a,uuid:2899d648-4842-44a7-a739-abb30b7919b2,2899d648-4842-44a7-a739-abb30b7919b2,2015-07-15T16:31:39,,,None,,None
True,False,True,False,False,False,False,n/a,True,True,True,True,True,False,n/a,c3,d1,e3,f4,French,d1,lack of money / lack of time,systematic training,d1,evidence-based,too much dedicated to GPs...and not nurses or pharmacists,enlarge presciption of NRTs to nurses and pharmacists,39,man,b4,n/a,a76,d2,n/a,uuid:0941772b-1328-46a1-b328-55ccc8d85f9a,0941772b-1328-46a1-b328-55ccc8d85f9a,2015-07-16T08:30:51,,,None,,None
True,True,False,False,False,False,False,n/a,False,False,True,False,True,False,n/a,c1,d1,e4,f4,n/a,d2,Reluctance to writing reports,n/a,d1,comprehensiveness,n/a,n/a,45,man,b3,n/a,a71,d2,n/a,uuid:1ed588e0-77b3-4e83-86e4-60284a38c22c,1ed588e0-77b3-4e83-86e4-60284a38c22c,2015-07-16T11:35:38,,,None,,None
True,False,True,True,False,False,False,n/a,True,True,True,False,True,False,n/a,c5,d1,e3,f4,Español.,d1,El tiempo para dedicar a esta tarea.,"Poder disponer de más tiempo, así como tener un equipo multidisciplinar para el abordaje del tratamiento del tabaquismo.",d3,No estoy segura.,No estoy segura.,Más información activa.,n/a,women,b1,n/a,a71,d3,n/a,uuid:43593c68-87b0-47c6-b8a8-8eb632ddd615,43593c68-87b0-47c6-b8a8-8eb632ddd615,2015-07-19T10:18:53,,,None,,None
False,False,False,False,True,False,False,n/a,False,True,False,False,False,False,n/a,c5,d1,e4,f5,"Español, inglés",d1,Barreras políticas que no ayudan a la deshabituación tabáquica,Deberían de cambiar o modificar las políticas antitabaco,d1,El compromiso cada vez mayor,Que depende del partido político que esté en el gobierno de España,La lucha contra el tabaquismo debería de estar al margen de la política de un País,43,man,b1,n/a,a71,d2,n/a,uuid:fc292a45-2d86-488b-b8a5-a7658eb09072,fc292a45-2d86-488b-b8a5-a7658eb09072,2015-07-20T07:25:19,,,None,,None
True,True,False,True,False,False,False,n/a,True,True,True,True,False,False,n/a,c1,d3,e1,f3,ESPAÑOL,d3,En España contamos con resultados poco alentadores de las intervenciones en tabaquismo.,Los profesionales de la salud debemos tener experiencias práctica y en vivo sobre cómo se hace la intervención.,d1,La aplicación de la Ley ayuda a dejar el tabaco.,No se financia los tratamientos farmacológicos,Financiar los tratamientos al menos en casos importantes,-46.0,women,b3,n/a,a71,d2,n/a,uuid:354c8227-c4a5-41bf-8026-b0243ab1520f,354c8227-c4a5-41bf-8026-b0243ab1520f,2015-07-27T09:12:28,,,None,,None
True,True,False,True,False,False,False,n/a,False,True,False,False,True,False,n/a,c2,d1,e4,f4,"English, Vietnamese, Somalian, Greek, Italian",d1,"There are specific groups in our community that are generally disadvantaged and tend to smoke more than the general population (i.e. people with severe mental illness, homelessness, people from an indigenous background). Breaking down attitudes of health and welfare staff to provide evidence based tobacco treatment is the biggest barrier as it is not always seen as a high priority for these groups. Good training and subsidised NRT is available in general once the attidudinal barriers can be overcome.",Need to integrate provision of tobacco treatment into orientation of new staff and make it clear that provision of tobacco treatment is part of our core clinical practices as mental health clinicians.,d1,Quite innovative. E.g. National mandatory plain-packaging of cigarettes in australia since 2012. Prior to that we had Tobacco Advertising Prohibition Action in 1992 and prohibition of smoking in a large number of public places.,"Some states extending bans to include legislation that banned smoking in the following public places became enforceable:      ""Within 10 metres of children's play equipment in outdoor public spaces;     Spectator areas at sports grounds or other recreational areas;     Swimming pool complexes;     Railway platforms, light rail stops, light rail stations, bus stops, taxi ranks and ferry wharves;     Within four metres of a pedestrian access point to a public building"". However other states lag behind in this.",Not sure as states and territories have different populations and groups which tend to complicate the introduction of new laws and the best way to promote this in each state/territory.,43,women,b3,n/a,a22,d2,n/a,uuid:9bcd48e7-ac58-4337-8d0b-462268f4c605,9bcd48e7-ac58-4337-8d0b-462268f4c605,2015-07-28T04:52:18,,,None,,None
True,True,False,False,True,False,False,n/a,False,False,False,False,False,True,develop and provide programms and trainings for tobacco free health care services,c5,d3,e3,f4,"German, Turkish",d1,"lack of financial support, lack of trained professionals, lack of time in healthcare organisations","online courses, mandatory training for professionals in education, outcome measurements and monitoring",d1,"high quality, high involvment of professionals","not mandatory for implementation, implementation not supported",campaign and support implementation,58,women,b9,Health promotion management and health communication,a61,d2,n/a,uuid:5e0c7b15-a6f6-49c8-a293-1837b7af9799,5e0c7b15-a6f6-49c8-a293-1837b7af9799,2015-07-29T12:49:31,,,None,,None
True,True,True,True,True,False,False,n/a,True,True,True,True,False,False,n/a,c2,d2,e1,f3,English,d2,Respect for the nature of what we do as TTSs,"Needs to be seen as a profession, then resources and policies will be aptly applied.",d1,It identifies tobacco use as an addiction,"Whilst recognising tobacco use as an addiction- it applies minimal time and frequency contact to programme- it creates greater inequalities for the heavily addicted, less resourced person.","Clinicians within the experience and knowledge in this field need to develop the guideline- not administrators  who have never treated a single patient who borrowed parts of the English system, determined to go down the route of population based access without the systems or resources in place- totally widening the inequality gap.",49,women,b2,n/a,a68,d1,"Advise our Dept of Health and Health Minister to adopt your training program, standards and resource the intensive local services in Ireland-",uuid:61c2f634-35e1-4dfa-baf4-8dc932e47a58,61c2f634-35e1-4dfa-baf4-8dc932e47a58,2015-07-29T16:13:00,,,None,,None
True,True,False,True,True,False,False,n/a,False,True,True,True,True,False,n/a,c1,d1,e3,f3,English,d1,"Funding for providers to provide counseling, consistent coverage for medications",Nation-wide standards for reimbursement that are enforced,d1,"evidence-based, clear, routinely updated","the ""Assess"" step, which is not evidence based - poor evidence base on how to motivate tobacco users to try to quit.",Simplify guidelines to fewer conceptual steps - ask and treat,53,women,b3,n/a,a225,d1,Provide information on how to be reimbursed for tobacco dependence,uuid:327e1b62-f70e-478f-b31d-09c2f793f728,327e1b62-f70e-478f-b31d-09c2f793f728,2015-07-29T20:20:24,,,None,,None
True,True,False,True,True,False,False,n/a,True,True,False,False,True,False,n/a,c1,d3,e2,f3,english,d1,Ireland needs more practitioners trained in intensive cessation support,more trained staff to coordinate within localities,d1,structured & evidence based,creates administrative load without the necessary resources to support same,Include targets for cessation at various time intervals,45,women,b9,Health Promotion Officer,a68,d2,n/a,uuid:0289bc92-16aa-4734-98a5-a992663a40c7,0289bc92-16aa-4734-98a5-a992663a40c7,2015-07-30T09:27:48,,,None,,None
True,True,True,True,True,False,False,n/a,True,True,True,True,True,False,n/a,c5,d2,e2,f2,english,d1,Tobacco is only starting to be taken seriously in Ireland. Healthcare professionals do not see Tobacco as a healthcare issue and as such don't offer the 3 A's. Treatments are expensive for anyone who has to pay for them. Not all services are well advertised and are not evenly distributed throughout the country.,All healthcare providers should receive Brief Intervention Training specific to Tobacco. There are plans to promote a generic model here but I feel Tobacco will be lost if that occurs. All tobacco users should be offered advice and support to quit informing them that the best way to quit is by using TDT's and getting face to face behavioural support if available locally.,d1,That we have them so it's a good starting point.,they were devised by administration personnel who didn't have a clinical background in Tobacco. The minimum standard which is promoted as the normal standard is 7 visits which is to include pre quit right through to 1 year quit. This doesn't allow for clinical judgement of the Tobacco Treatment Specialist regarding the needs of their client.  There appears to be lack of knowledge and respect for practitioners as to what they actually do in clinics.,Ensure that a current practitioner is involved in the development of the guidelines. Allow the clinical judgement to be respected and for clients to receive appropriate treatment as deemed appropriate.,45,women,b2,n/a,a68,d1,To encourage our Minister for Health and the Department of Health to adopt the ATTUD guidelines for the Irish Healthcare Setting,uuid:991bf0bd-448e-4e66-8d02-d8b0a955cb89,991bf0bd-448e-4e66-8d02-d8b0a955cb89,2015-07-30T11:56:18,,,None,,None
True,True,True,False,True,False,False,n/a,True,False,False,False,True,False,n/a,c5,d3,e4,f5,English,d1,Internationally there is limited evidence based treatment to support the cessation of e-cigarettes,no suggestions,d2,consultative approach during development,lack of committment,no suggestions,35,women,b9,Health Promotion,a68,d2,n/a,uuid:197e89c2-c68a-4edd-bf8a-40f6f02f2c6b,197e89c2-c68a-4edd-bf8a-40f6f02f2c6b,2015-07-30T14:05:54,,,None,,None
True,False,False,False,True,False,False,n/a,True,True,False,False,False,False,n/a,c5,d1,e3,f5,german french intalian,d1,policy,engegement policy,d1,evidence-based,to little expert group for the development of the guidelines,updating,45,women,b2,n/a,a187,d2,n/a,uuid:28e755d4-f97a-4ee4-a56b-6871ea92a608,28e755d4-f97a-4ee4-a56b-6871ea92a608,2015-08-03T08:13:45,,,None,,None
False,False,True,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c5,d3,e3,f4,Chinese,d1,The cost of tobacco is too cheap in Taiwan,Increase the cost and tax of tobacco,d3,The free treatment is offered by the welfare of our government,No,No idea,43,man,b1,n/a,a208,d2,n/a,uuid:a32ff2e8-8645-4bcd-800a-db738d0acf14,a32ff2e8-8645-4bcd-800a-db738d0acf14,2015-08-04T06:14:41,,,None,,None
True,True,True,False,True,False,False,n/a,True,False,True,False,False,False,n/a,c5,d1,e4,f5,english,d3,in my country Ireland one of the barriers that I find is lack of referrals from the professionals in the medical field it would help to reach the more  difficult tobacco users,for tobbaco dependent users free nicotine replacment therapy available from Smoking Cessation Specialist to provide the neccessary support for those that need to quit more support in finding the most suitable  treatment,d1,National Standard for Tobacco Cessation Support Programme,that it does not include free nicotine replacment theray,i would like to improve the network to encourage more professional in the medical fied to refer to Smoking Cessation programmes and deliver the service in more communitites,n/a,women,b8,n/a,a68,d2,n/a,uuid:2b8307d7-fa40-421f-a7e1-81b5a68f6f9a,2b8307d7-fa40-421f-a7e1-81b5a68f6f9a,2015-08-04T10:18:43,,,None,,None
True,False,False,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c5,d1,e3,f4,chinese,d1,tobacco users have low motivation for tobacco treatment,traning program of taiwan association of family medicine,d1,no,no,no,28,man,b1,n/a,a208,d2,n/a,uuid:cc049177-570a-4ac4-bb9b-73de1a171a5d,cc049177-570a-4ac4-bb9b-73de1a171a5d,2015-08-04T12:34:45,,,None,,None
True,False,True,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c5,d1,e4,f4,"Chinese, English",d1,the support of the government,the accessibility of contract with the government,d1,nil,nil,nil,30,women,b1,n/a,a208,d2,n/a,uuid:c86532ec-61f8-4581-9fe0-ff6c7d43cac5,c86532ec-61f8-4581-9fe0-ff6c7d43cac5,2015-08-04T13:59:51,,,None,,None
False,False,False,False,True,False,False,n/a,False,False,False,True,False,False,n/a,c5,d3,e3,f4,traditional chinese,d1,i don't know,no,d1,教育訓練,預算,i don't know,33,women,b9,educator,a208,d2,n/a,uuid:7db4ab88-e451-4f02-a068-64b7ec647bfc,7db4ab88-e451-4f02-a068-64b7ec647bfc,2015-08-05T00:16:49,,,None,,None
True,True,False,True,True,False,False,n/a,True,True,True,True,True,False,n/a,c5,d2,e3,f4,english,d2,Lack of clear understanding among smokers as to what a talored smoking cessation service offers,legislation to support smoke free campuses on all health care setting sites,d1,concise,limited guidelines and update on guidlines is a very slow process,Discrepency between Countrys on guidlines would like uniform standardization of guidlines globally,50,women,b9,smoking cessation specialist,a68,d2,n/a,uuid:612985fa-a4d2-4c40-ad59-f9ac6cd0055a,612985fa-a4d2-4c40-ad59-f9ac6cd0055a,2015-08-05T11:03:13,,,None,,None
True,True,True,False,False,False,False,n/a,True,False,False,False,False,False,n/a,c5,d2,e3,f4,中文,d1,不太會使用資料庫，且有語言翻譯障礙,實習，各醫療院所經驗分享及交流,d1,用藥指引，5A5R技巧,未有實際案列,希望有實際工作坊來協助改善帶領戒菸班教學技巧,36,women,b2,n/a,a208,d2,n/a,uuid:61b31ece-359a-458b-b941-6ad77775f7a6,61b31ece-359a-458b-b941-6ad77775f7a6,2015-08-06T06:42:59,,,None,,None
False,False,False,True,True,False,False,n/a,True,True,False,False,False,False,n/a,c5,d1,e3,f4,中文,d1,民眾將吸菸視為休閒娛樂，無意識菸草對身體的危害,定期開研討會，在各縣市辦理，讓衛教師能互相討論問題。另可開放績優的菸害防制醫院提供各位教師參觀及妨效。,d1,提供二代戒菸讓項戒菸民眾更多戒菸管道。,能強制針對吸菸民眾有更多懲處方式，針對販賣菸品價格能漲多點價錢好讓買菸民眾能減少買菸次數進而想戒菸。,多宣導菸害對身體的危害及宣導戒菸管道提供想戒菸民眾，多衛教宣導青少年菸害,32,man,b4,n/a,a208,d3,n/a,uuid:57c5e1b0-39fb-48f8-aa62-937e78bb8e09,57c5e1b0-39fb-48f8-aa62-937e78bb8e09,2015-08-07T09:03:03,,,None,,None
False,False,True,False,False,False,False,n/a,False,False,True,False,False,False,n/a,c3,d1,e3,f4,chinese,d1,not sure,not sure,d1,not sure,not sure,not sure,53,women,b4,n/a,a208,d2,n/a,uuid:9e1dc037-ee3f-47cf-b53f-ca4731c35fca,9e1dc037-ee3f-47cf-b53f-ca4731c35fca,2015-08-08T05:30:46,,,None,,None
